"pack_name","price","price_text","reward_item","destination"
"Gweonid Aged Salve","28.3144","28g 31s 44c","Gold","Solzreed Peninsula"
"Two Crowns Aged Salve","28.5265","28g 52s 65c","Gold","Solzreed Peninsula"
"Halcyona Aged Salve","41.0771","41g 7s 71c","Gold","Solzreed Peninsula"
"Marianople Aged Salve","27.5811","27g 58s 11c","Gold","Solzreed Peninsula"
"White Arden Aged Salve","29.6443","29g 64s 43c","Gold","Solzreed Peninsula"
"Hellswamp Aged Salve","53.8654","53g 86s 54c","Gold","Solzreed Peninsula"
"Sanddeep Aged Salve","42.8744","42g 87s 44c","Gold","Solzreed Peninsula"
"Gweonid Aged Cheese","28.3144","28g 31s 44c","Gold","Solzreed Peninsula"
"Two Crowns Aged Cheese","28.5265","28g 52s 65c","Gold","Solzreed Peninsula"
"Halcyona Aged Cheese","41.0771","41g 7s 71c","Gold","Solzreed Peninsula"
"Dewstone Aged Cheese","21.6682","21g 66s 82c","Gold","Solzreed Peninsula"
"Lilyut Aged Cheese","20.0365","20g 3s 65c","Gold","Solzreed Peninsula"
"Cinderstone Aged Cheese","30.0128","30g 1s 28c","Gold","Solzreed Peninsula"
"Gweonid Fertilizer","18.5305","18g 53s 5c","Gold","Solzreed Peninsula"
"Marianople Fertilizer","18.0627","18g 6s 27c","Gold","Solzreed Peninsula"
"Dewstone Fertilizer","14.2919","14g 29s 19c","Gold","Solzreed Peninsula"
"White Arden Fertilizer","19.3794","19g 37s 94c","Gold","Solzreed Peninsula"
"Lilyut Hills Fertilizer","13.2507","13g 25s 7c","Gold","Solzreed Peninsula"
"Two Crowns Fertilizer","18.666","18g 66s 60c","Gold","Solzreed Peninsula"
"Hellswamp Fertilizer","34.828","34g 82s 80c","Gold","Solzreed Peninsula"
"Cinderstone Fertilizer","19.6142","19g 61s 42c","Gold","Solzreed Peninsula"
"Halcyona Fertilizer","26.6708","26g 67s 8c","Gold","Solzreed Peninsula"
"Sanddeep Fertilizer","27.8175","27g 81s 75c","Gold","Solzreed Peninsula"
"Airain Dream Catchers","29.9771","29g 97s 71c","Gold","Solzreed Peninsula"
"Airain Triple Stout","26.1866","26g 18s 66c","Gold","Solzreed Peninsula"
"Airain Vegetable Seasoning","27.3712","27g 37s 12c","Gold","Solzreed Peninsula"
"Airain Fertilizer","29.2672","29g 26s 72c","Gold","Solzreed Peninsula"
"Aubre Cradle Rice Flour","23.5945","23g 59s 45c","Gold","Solzreed Peninsula"
"Aubre Cradle Ethanol","20.6461","20g 64s 61c","Gold","Solzreed Peninsula"
"Aubre Cradle Deviled Eggs","21.5668","21g 56s 68c","Gold","Solzreed Peninsula"
"Aubre Cradle Fertilizer","23.0408","23g 4s 8c","Gold","Solzreed Peninsula"
"Ahnimar Hangover Cure","43.8714","43g 87s 14c","Gold","Solzreed Peninsula"
"Ahnimar Mushroom Roulette","38.24","38g 24s 0c","Gold","Solzreed Peninsula"
"Ahnimar Pressed Powder","39.9983","39g 99s 83c","Gold","Solzreed Peninsula"
"Ahnimar Fertilizer","42.8128","42g 81s 28c","Gold","Solzreed Peninsula"
"Karkasse Quilts","32.1822","32g 18s 22c","Gold","Solzreed Peninsula"
"Karkasse Dragon Jerky","28.0986","28g 9s 86c","Gold","Solzreed Peninsula"
"Karkasse Burn Cream","29.3747","29g 37s 47c","Gold","Solzreed Peninsula"
"Karkasse Fertilizer","31.417","31g 41s 70c","Gold","Solzreed Peninsula"
"Airain Aged Honey","46.3322","46g 33s 22c","Gold","Solzreed Peninsula"
"Aubre Cradle Aged Honey","36.3063","36g 30s 63c","Gold","Solzreed Peninsula"
"Ahnimar Aged Honey","68.1426","68g 14s 26c","Gold","Solzreed Peninsula"
"Karkasse Aged Honey","49.7927","49g 79s 27c","Gold","Solzreed Peninsula"
"Airain Aged Salve","45.1475","45g 14s 75c","Gold","Solzreed Peninsula"
"Aubre Cradle Aged Salve","35.3855","35g 38s 55c","Gold","Solzreed Peninsula"
"Ahnimar Aged Salve","66.3842","66g 38s 42c","Gold","Solzreed Peninsula"
"Karkasse Aged Salve","48.5165","48g 51s 65c","Gold","Solzreed Peninsula"
"Airain Aged Cheese","45.1475","45g 14s 75c","Gold","Solzreed Peninsula"
"Aubre Cradle Aged Cheese","35.3855","35g 38s 55c","Gold","Solzreed Peninsula"
"Ahnimar Aged Cheese","66.3842","66g 38s 42c","Gold","Solzreed Peninsula"
"Karkasse Aged Cheese","48.5165","48g 51s 65c","Gold","Solzreed Peninsula"
"Two Crowns Antiquities","17.4888","17g 48s 88c","Gold","Solzreed Peninsula"
"White Arden Antiquities","18.1534","18g 15s 34c","Gold","Solzreed Peninsula"
"Solzreed Aged Cordial","9.8925","9g 89s 25c","Gold","Marianople"
"Gweonid Willow Arrows","10.8168","10g 81s 68c","Gold","Marianople"
"Original Lilyut Anvil Casts","8.817","8g 81s 70c","Gold","Marianople"
"Dewstone Plains Rainbow Dye","6.0471","6g 4s 71c","Gold","Marianople"
"White Arden Silver Lumber","5.7708","5g 77s 8c","Gold","Marianople"
"Two Crowns First Harvest Tea","6.341","6g 34s 10c","Gold","Marianople"
"Cinderstone Shock Absorber","9.8453","9g 84s 53c","Gold","Marianople"
"Halcyona Organic Grains","6.7957","6g 79s 57c","Gold","Marianople"
"Hellswamp Spore Farm Wood","10.4046","10g 40s 46c","Gold","Marianople"
"Sanddeep Seafood Jerky","10.7181","10g 71s 81c","Gold","Marianople"
"Solzreed Strawberry Jam","9.8925","9g 89s 25c","Gold","Marianople"
"Solzreed Acorn Jelly","9.8925","9g 89s 25c","Gold","Marianople"
"Gweonid Grilled Goose","10.8168","10g 81s 68c","Gold","Marianople"
"Gweonid Goose Down","10.8168","10g 81s 68c","Gold","Marianople"
"Lilyut Alchemy Catalyst","8.817","8g 81s 70c","Gold","Marianople"
"Lilyut Square Bricks","8.817","8g 81s 70c","Gold","Marianople"
"Dewstone Corn Meal","6.0471","6g 4s 71c","Gold","Marianople"
"Dewstone Petal Dye","6.0471","6g 4s 71c","Gold","Marianople"
"White Arden Plywood","5.7708","5g 77s 8c","Gold","Marianople"
"White Arden Pinecone Powder","5.7708","5g 77s 8c","Gold","Marianople"
"Two Crowns Lemon Juice","6.341","6g 34s 10c","Gold","Marianople"
"Two Crowns Lavender Candy","6.341","6g 34s 10c","Gold","Marianople"
"Cinderstone Airtight Stopper","9.8453","9g 84s 53c","Gold","Marianople"
"Cinderstone Metal Trim","9.8453","9g 84s 53c","Gold","Marianople"
"Halcyona Coarse Flour","6.7957","6g 79s 57c","Gold","Marianople"
"Halcyona Fine Flour","6.7957","6g 79s 57c","Gold","Marianople"
"Hellswamp Mushroom Sauce","10.4046","10g 40s 46c","Gold","Marianople"
"Hellswamp Sawdust Shavings","10.4046","10g 40s 46c","Gold","Marianople"
"Sanddeep Powdered Pearl","10.7181","10g 71s 81c","Gold","Marianople"
"Sanddeep Alchemic Pearls","10.7181","10g 71s 81c","Gold","Marianople"
"Solzreed Handicrafts Basket","9.8925","9g 89s 25c","Gold","Marianople"
"Gweonid Bug Repellent Wood","10.8168","10g 81s 68c","Gold","Marianople"
"Lilyut Special Spice","8.817","8g 81s 70c","Gold","Marianople"
"Dewstone Plains Onion Juice","6.0471","6g 4s 71c","Gold","Marianople"
"White Arden Steamed Pumpkin","5.7708","5g 77s 8c","Gold","Marianople"
"Two Crowns Dried Seaweed","6.341","6g 34s 10c","Gold","Marianople"
"Cinderstone Pickled Olives","9.8453","9g 84s 53c","Gold","Marianople"
"Halcyona Anesthetic","6.7957","6g 79s 57c","Gold","Marianople"
"Hellswamp Boiled Potatoes","10.4046","10g 40s 46c","Gold","Marianople"
"Sanddeep Fragrant Wood","10.7181","10g 71s 81c","Gold","Marianople"
"Gweonid Dyed Feathers","19.3236","19g 32s 36c","Gold","Marianople"
"Dewstone Fine Thread","10.8965","10g 89s 65c","Gold","Marianople"
"Solzreed Braised Meat","18.4917","18g 49s 17c","Gold","Marianople"
"White Arden Trail Mix","10.3361","10g 33s 61c","Gold","Marianople"
"Lilyut Milk Soap","16.6405","16g 64s 5c","Gold","Marianople"
"Two Crowns Cream","11.4895","11g 48s 95c","Gold","Marianople"
"Hellswamp Spicy Meat","19.2011","19g 20s 11c","Gold","Marianople"
"Cinderstone Tart Mead","18.2259","18g 22s 59c","Gold","Marianople"
"Halcyona Wheat Biscuit","12.5721","12g 57s 21c","Gold","Marianople"
"Sanddeep Medicinal Poultice","16.41","16g 41s 0c","Gold","Marianople"
"Gweonid Apple Pies","16.9421","16g 94s 21c","Gold","Marianople"
"Dewstone Distilled Liquor","9.6268","9g 62s 68c","Gold","Marianople"
"Solzreed Dried Food","16.2164","16g 21s 64c","Gold","Marianople"
"White Arden Raisin Brandy","9.1424","9g 14s 24c","Gold","Marianople"
"Lilyut Cooking Oil","14.6136","14g 61s 36c","Gold","Marianople"
"Two Crowns Pomme Cakes","10.1425","10g 14s 25c","Gold","Marianople"
"Hellswamp Mushroom Pot Pies","16.8344","16g 83s 44c","Gold","Marianople"
"Cinderstone Sacred Candles","15.9896","15g 98s 96c","Gold","Marianople"
"Halcyona Yam Pasta","11.0794","11g 7s 94c","Gold","Marianople"
"Sanddeep Preserved Meat","14.4132","14g 41s 32c","Gold","Marianople"
"Gweonid Piquant Spices","17.6871","17g 68s 71c","Gold","Marianople"
"Dewstone Toy Robots","10.0235","10g 2s 35c","Gold","Marianople"
"Solzreed Strawberry Smoothies","16.9265","16g 92s 65c","Gold","Marianople"
"White Arden Grilled Meat","9.5158","9g 51s 58c","Gold","Marianople"
"Lilyut Moonshine","15.2472","15g 24s 72c","Gold","Marianople"
"Two Crowns Flowerpots","10.5635","10g 56s 35c","Gold","Marianople"
"Hellswamp Ground Peanuts","17.5743","17g 57s 43c","Gold","Marianople"
"Cinderstone Medicinal Powder","16.6891","16g 68s 91c","Gold","Marianople"
"Halcyona Livestock Feed","11.5451","11g 54s 51c","Gold","Marianople"
"Sanddeep Fried Cucumbers","15.0373","15g 3s 73c","Gold","Marianople"
"Gweonid Aged Honey","29.605","29g 60s 50c","Gold","Marianople"
"Solzreed Aged Honey","28.2911","28g 29s 11c","Gold","Marianople"
"Two Crowns Aged Honey","17.3007","17g 30s 7c","Gold","Marianople"
"Halcyona Aged Honey","18.9963","18g 99s 63c","Gold","Marianople"
"Dewstone Aged Salve","15.9712","15g 97s 12c","Gold","Marianople"
"Lilyut Aged Salve","24.7573","24g 75s 73c","Gold","Marianople"
"Cinderstone Aged Salve","27.1818","27g 18s 18c","Gold","Marianople"
"White Arden Aged Cheese","15.1174","15g 11s 74c","Gold","Marianople"
"Hellswamp Aged Cheese","28.6704","28g 67s 4c","Gold","Marianople"
"Sanddeep Aged Cheese","24.4041","24g 40s 41c","Gold","Marianople"
"Dewstone Aged Honey","16.3677","16g 36s 77c","Gold","Marianople"
"Lilyut Aged Honey","25.3908","25g 39s 8c","Gold","Marianople"
"Cinderstone Aged Honey","27.8813","27g 88s 13c","Gold","Marianople"
"White Arden Aged Honey","15.4908","15g 49s 8c","Gold","Marianople"
"Hellswamp Aged Honey","29.41","29g 41s 0c","Gold","Marianople"
"Sanddeep Aged Honey","25.0283","25g 2s 83c","Gold","Marianople"
"Gweonid Aged Salve","28.86","28g 86s 0c","Gold","Marianople"
"Solzreed Aged Salve","27.5811","27g 58s 11c","Gold","Marianople"
"Two Crowns Aged Salve","16.8796","16g 87s 96c","Gold","Marianople"
"Halcyona Aged Salve","18.5305","18g 53s 5c","Gold","Marianople"
"White Arden Aged Salve","15.1174","15g 11s 74c","Gold","Marianople"
"Hellswamp Aged Salve","28.6704","28g 67s 4c","Gold","Marianople"
"Sanddeep Aged Salve","24.4041","24g 40s 41c","Gold","Marianople"
"Gweonid Aged Cheese","28.86","28g 86s 0c","Gold","Marianople"
"Solzreed Aged Cheese","27.5811","27g 58s 11c","Gold","Marianople"
"Two Crowns Aged Cheese","16.8796","16g 87s 96c","Gold","Marianople"
"Halcyona Aged Cheese","18.5305","18g 53s 5c","Gold","Marianople"
"Dewstone Aged Cheese","15.9712","15g 97s 12c","Gold","Marianople"
"Lilyut Aged Cheese","24.7573","24g 75s 73c","Gold","Marianople"
"Cinderstone Aged Cheese","27.1818","27g 18s 18c","Gold","Marianople"
"Gweonid Fertilizer","18.8789","18g 87s 89c","Gold","Marianople"
"Dewstone Fertilizer","10.6578","10g 65s 78c","Gold","Marianople"
"Solzreed Fertilizer","18.0627","18g 6s 27c","Gold","Marianople"
"White Arden Fertilizer","10.1133","10g 11s 33c","Gold","Marianople"
"Lilyut Hills Fertilizer","16.2617","16g 26s 17c","Gold","Marianople"
"Two Crowns Fertilizer","11.2372","11g 23s 72c","Gold","Marianople"
"Hellswamp Fertilizer","18.7578","18g 75s 78c","Gold","Marianople"
"Cinderstone Fertilizer","17.8087","17g 80s 87c","Gold","Marianople"
"Halcyona Fertilizer","12.2903","12g 29s 3c","Gold","Marianople"
"Sanddeep Fertilizer","16.0365","16g 3s 65c","Gold","Marianople"
"Airain Dream Catchers","19.4604","19g 46s 4c","Gold","Marianople"
"Airain Triple Stout","17.0578","17g 5s 78c","Gold","Marianople"
"Airain Vegetable Seasoning","17.808","17g 80s 80c","Gold","Marianople"
"Airain Fertilizer","19.0087","19g 0s 87c","Gold","Marianople"
"Aubre Cradle Rice Flour","14.3203","14g 32s 3c","Gold","Marianople"
"Aubre Cradle Ethanol","12.5983","12g 59s 83c","Gold","Marianople"
"Aubre Cradle Deviled Eggs","13.1363","13g 13s 63c","Gold","Marianople"
"Aubre Cradle Fertilizer","13.997","13g 99s 70c","Gold","Marianople"
"Ahnimar Hangover Cure","25.1983","25g 19s 83c","Gold","Marianople"
"Ahnimar Mushroom Roulette","22.0394","22g 3s 94c","Gold","Marianople"
"Ahnimar Pressed Powder","23.027","23g 2s 70c","Gold","Marianople"
"Ahnimar Fertilizer","24.607","24g 60s 70c","Gold","Marianople"
"Karkasse Quilts","20.1097","20g 10s 97c","Gold","Marianople"
"Karkasse Dragon Jerky","17.624","17g 62s 40c","Gold","Marianople"
"Karkasse Burn Cream","18.4014","18g 40s 14c","Gold","Marianople"
"Karkasse Fertilizer","19.6451","19g 64s 51c","Gold","Marianople"
"Airain Aged Honey","29.814","29g 81s 40c","Gold","Marianople"
"Aubre Cradle Aged Honey","21.7444","21g 74s 44c","Gold","Marianople"
"Ahnimar Aged Honey","38.8284","38g 82s 84c","Gold","Marianople"
"Karkasse Aged Honey","30.8388","30g 83s 88c","Gold","Marianople"
"Airain Aged Salve","29.0637","29g 6s 37c","Gold","Marianople"
"Aubre Cradle Aged Salve","21.2064","21g 20s 64c","Gold","Marianople"
"Ahnimar Aged Salve","37.8408","37g 84s 8c","Gold","Marianople"
"Karkasse Aged Salve","30.0615","30g 6s 15c","Gold","Marianople"
"Airain Aged Cheese","29.0637","29g 6s 37c","Gold","Marianople"
"Aubre Cradle Aged Cheese","21.2064","21g 20s 64c","Gold","Marianople"
"Ahnimar Aged Cheese","37.8408","37g 84s 8c","Gold","Marianople"
"Karkasse Aged Cheese","30.0615","30g 6s 15c","Gold","Marianople"
"Two Crowns Antiquities","10.5635","10g 56s 35c","Gold","Marianople"
"White Arden Antiquities","9.5158","9g 51s 58c","Gold","Marianople"
"Gweonid Dyed Feathers","26.645","26g 64s 50c","Gold","Two Crowns"
"Marianople Duck Down","11.4895","11g 48s 95c","Gold","Two Crowns"
"Dewstone Fine Thread","13.2225","13g 22s 25c","Gold","Two Crowns"
"Solzreed Braised Meat","18.9634","18g 96s 34c","Gold","Two Crowns"
"White Arden Trail Mix","15.5603","15g 56s 3c","Gold","Two Crowns"
"Lilyut Milk Soap","21.0618","21g 6s 18c","Gold","Two Crowns"
"Hellswamp Spicy Meat","23.5198","23g 51s 98c","Gold","Two Crowns"
"Cinderstone Tart Mead","12.0549","12g 5s 49c","Gold","Two Crowns"
"Halcyona Wheat Biscuit","16.7462","16g 74s 62c","Gold","Two Crowns"
"Sanddeep Medicinal Poultice","18.605","18g 60s 50c","Gold","Two Crowns"
"Gweonid Apple Pies","23.2957","23g 29s 57c","Gold","Two Crowns"
"Marianople Sweeteners","10.1425","10g 14s 25c","Gold","Two Crowns"
"Dewstone Distilled Liquor","11.6445","11g 64s 45c","Gold","Two Crowns"
"Solzreed Dried Food","16.6268","16g 62s 68c","Gold","Two Crowns"
"White Arden Raisin Brandy","13.6752","13g 67s 52c","Gold","Two Crowns"
"Lilyut Cooking Oil","18.4477","18g 44s 77c","Gold","Two Crowns"
"Hellswamp Mushroom Pot Pies","20.5837","20g 58s 37c","Gold","Two Crowns"
"Cinderstone Sacred Candles","10.6326","10g 63s 26c","Gold","Two Crowns"
"Halcyona Yam Pasta","14.7058","14g 70s 58c","Gold","Two Crowns"
"Sanddeep Preserved Meat","16.3151","16g 31s 51c","Gold","Two Crowns"
"Gweonid Piquant Spices","24.3426","24g 34s 26c","Gold","Two Crowns"
"Marianople Face Cream","10.5635","10g 56s 35c","Gold","Two Crowns"
"Dewstone Toy Robots","12.1366","12g 13s 66c","Gold","Two Crowns"
"Solzreed Strawberry Smoothies","17.3567","17g 35s 67c","Gold","Two Crowns"
"White Arden Grilled Meat","14.2644","14g 26s 44c","Gold","Two Crowns"
"Lilyut Moonshine","19.2637","19g 26s 37c","Gold","Two Crowns"
"Hellswamp Ground Peanuts","21.5015","21g 50s 15c","Gold","Two Crowns"
"Cinderstone Medicinal Powder","11.0768","11g 7s 68c","Gold","Two Crowns"
"Halcyona Livestock Feed","15.3437","15g 34s 37c","Gold","Two Crowns"
"Sanddeep Fried Cucumbers","17.0296","17g 2s 96c","Gold","Two Crowns"
"Gweonid Aged Honey","41.1009","41g 10s 9c","Gold","Two Crowns"
"Solzreed Aged Honey","29.0343","29g 3s 43c","Gold","Two Crowns"
"Halcyona Aged Honey","25.5575","25g 55s 75c","Gold","Two Crowns"
"Dewstone Aged Salve","19.5257","19g 52s 57c","Gold","Two Crowns"
"Lilyut Aged Salve","31.5122","31g 51s 22c","Gold","Two Crowns"
"Cinderstone Aged Salve","17.7429","17g 74s 29c","Gold","Two Crowns"
"Marianople Aged Cheese","16.8796","16g 87s 96c","Gold","Two Crowns"
"White Arden Aged Cheese","23.1038","23g 10s 38c","Gold","Two Crowns"
"Hellswamp Aged Cheese","35.2757","35g 27s 57c","Gold","Two Crowns"
"Sanddeep Aged Cheese","27.7548","27g 75s 48c","Gold","Two Crowns"
"Dewstone Aged Honey","20.018","20g 1s 80c","Gold","Two Crowns"
"Lilyut Aged Honey","32.3284","32g 32s 84c","Gold","Two Crowns"
"Cinderstone Aged Honey","18.1872","18g 18s 72c","Gold","Two Crowns"
"Marianople Aged Honey","17.3007","17g 30s 7c","Gold","Two Crowns"
"White Arden Aged Honey","23.6932","23g 69s 32c","Gold","Two Crowns"
"Hellswamp Aged Honey","36.1936","36g 19s 36c","Gold","Two Crowns"
"Sanddeep Aged Honey","28.4695","28g 46s 95c","Gold","Two Crowns"
"Gweonid Aged Salve","40.054","40g 5s 40c","Gold","Two Crowns"
"Solzreed Aged Salve","28.3045","28g 30s 45c","Gold","Two Crowns"
"Halcyona Aged Salve","24.9194","24g 91s 94c","Gold","Two Crowns"
"Marianople Aged Salve","16.8796","16g 87s 96c","Gold","Two Crowns"
"White Arden Aged Salve","23.1038","23g 10s 38c","Gold","Two Crowns"
"Hellswamp Aged Salve","35.2757","35g 27s 57c","Gold","Two Crowns"
"Sanddeep Aged Salve","27.7548","27g 75s 48c","Gold","Two Crowns"
"Gweonid Aged Cheese","40.054","40g 5s 40c","Gold","Two Crowns"
"Solzreed Aged Cheese","28.3045","28g 30s 45c","Gold","Two Crowns"
"Halcyona Aged Cheese","24.9194","24g 91s 94c","Gold","Two Crowns"
"Dewstone Aged Cheese","19.5257","19g 52s 57c","Gold","Two Crowns"
"Lilyut Aged Cheese","31.5122","31g 51s 22c","Gold","Two Crowns"
"Cinderstone Aged Cheese","17.7429","17g 74s 29c","Gold","Two Crowns"
"Gweonid Fertilizer","26.0182","26g 1s 82c","Gold","Two Crowns"
"Marianople Fertilizer","11.2372","11g 23s 72c","Gold","Two Crowns"
"Dewstone Fertilizer","12.9245","12g 92s 45c","Gold","Two Crowns"
"Solzreed Fertilizer","18.5243","18g 52s 43c","Gold","Two Crowns"
"White Arden Fertilizer","15.2073","15g 20s 73c","Gold","Two Crowns"
"Lilyut Hills Fertilizer","20.5701","20g 57s 1c","Gold","Two Crowns"
"Hellswamp Fertilizer","22.9708","22g 97s 8c","Gold","Two Crowns"
"Cinderstone Fertilizer","11.7878","11g 78s 78c","Gold","Two Crowns"
"Halcyona Fertilizer","16.3652","16g 36s 52c","Gold","Two Crowns"
"Sanddeep Fertilizer","18.1737","18g 17s 37c","Gold","Two Crowns"
"Airain Dream Catchers","26.5637","26g 56s 37c","Gold","Two Crowns"
"Airain Triple Stout","23.2214","23g 22s 14c","Gold","Two Crowns"
"Airain Vegetable Seasoning","24.2653","24g 26s 53c","Gold","Two Crowns"
"Airain Fertilizer","25.9356","25g 93s 56c","Gold","Two Crowns"
"Aubre Cradle Rice Flour","20.5183","20g 51s 83c","Gold","Two Crowns"
"Aubre Cradle Ethanol","17.977","17g 97s 70c","Gold","Two Crowns"
"Aubre Cradle Deviled Eggs","18.7712","18g 77s 12c","Gold","Two Crowns"
"Aubre Cradle Fertilizer","20.0417","20g 4s 17c","Gold","Two Crowns"
"Ahnimar Hangover Cure","31.2451","31g 24s 51c","Gold","Two Crowns"
"Ahnimar Mushroom Roulette","27.287","27g 28s 70c","Gold","Two Crowns"
"Ahnimar Pressed Powder","28.5241","28g 52s 41c","Gold","Two Crowns"
"Ahnimar Fertilizer","30.504","30g 50s 40c","Gold","Two Crowns"
"Karkasse Quilts","26.9512","26g 95s 12c","Gold","Two Crowns"
"Karkasse Dragon Jerky","23.5593","23g 55s 93c","Gold","Two Crowns"
"Karkasse Burn Cream","24.6192","24g 61s 92c","Gold","Two Crowns"
"Karkasse Fertilizer","26.3152","26g 31s 52c","Gold","Two Crowns"
"Airain Aged Honey","40.9675","40g 96s 75c","Gold","Two Crowns"
"Aubre Cradle Aged Honey","31.4774","31g 47s 74c","Gold","Two Crowns"
"Ahnimar Aged Honey","48.3233","48g 32s 33c","Gold","Two Crowns"
"Karkasse Aged Honey","41.5788","41g 57s 88c","Gold","Two Crowns"
"Airain Aged Salve","39.9236","39g 92s 36c","Gold","Two Crowns"
"Aubre Cradle Aged Salve","30.6832","30g 68s 32c","Gold","Two Crowns"
"Ahnimar Aged Salve","47.0865","47g 8s 65c","Gold","Two Crowns"
"Karkasse Aged Salve","40.5187","40g 51s 87c","Gold","Two Crowns"
"Airain Aged Cheese","39.9236","39g 92s 36c","Gold","Two Crowns"
"Aubre Cradle Aged Cheese","30.6832","30g 68s 32c","Gold","Two Crowns"
"Ahnimar Aged Cheese","47.0865","47g 8s 65c","Gold","Two Crowns"
"Karkasse Aged Cheese","40.5187","40g 51s 87c","Gold","Two Crowns"
"White Arden Antiquities","14.2644","14g 26s 44c","Gold","Two Crowns"
"Gweonid Dyed Feathers","30.5452","30g 54s 52c","Gold","Cinderstone Moor"
"Marianople Duck Down","18.2259","18g 22s 59c","Gold","Cinderstone Moor"
"Dewstone Fine Thread","20.3866","20g 38s 66c","Gold","Cinderstone Moor"
"Solzreed Braised Meat","20.0782","20g 7s 82c","Gold","Cinderstone Moor"
"White Arden Trail Mix","22.7618","22g 76s 18c","Gold","Cinderstone Moor"
"Lilyut Milk Soap","23.9847","23g 98s 47c","Gold","Cinderstone Moor"
"Two Crowns Cream","12.0549","12g 5s 49c","Gold","Cinderstone Moor"
"Hellswamp Spicy Meat","30.3399","30g 33s 99c","Gold","Cinderstone Moor"
"Halcyona Wheat Biscuit","22.7124","22g 71s 24c","Gold","Cinderstone Moor"
"Sanddeep Medicinal Poultice","24.2373","24g 23s 73c","Gold","Cinderstone Moor"
"Gweonid Apple Pies","26.6781","26g 67s 81c","Gold","Cinderstone Moor"
"Marianople Sweeteners","15.9896","15g 98s 96c","Gold","Cinderstone Moor"
"Dewstone Distilled Liquor","17.8606","17g 86s 6c","Gold","Cinderstone Moor"
"Solzreed Dried Food","17.5965","17g 59s 65c","Gold","Cinderstone Moor"
"White Arden Raisin Brandy","19.9212","19g 92s 12c","Gold","Cinderstone Moor"
"Lilyut Cooking Oil","20.9856","20g 98s 56c","Gold","Cinderstone Moor"
"Two Crowns Pomme Cakes","10.6326","10g 63s 26c","Gold","Cinderstone Moor"
"Hellswamp Mushroom Pot Pies","26.4994","26g 49s 94c","Gold","Cinderstone Moor"
"Halcyona Yam Pasta","19.8805","19g 88s 5c","Gold","Cinderstone Moor"
"Sanddeep Preserved Meat","21.2058","21g 20s 58c","Gold","Cinderstone Moor"
"Gweonid Piquant Spices","27.8866","27g 88s 66c","Gold","Cinderstone Moor"
"Marianople Face Cream","16.6891","16g 68s 91c","Gold","Cinderstone Moor"
"Dewstone Toy Robots","18.6488","18g 64s 88c","Gold","Cinderstone Moor"
"Solzreed Strawberry Smoothies","18.3722","18g 37s 22c","Gold","Cinderstone Moor"
"White Arden Grilled Meat","20.8079","20g 80s 79c","Gold","Cinderstone Moor"
"Lilyut Moonshine","21.9229","21g 92s 29c","Gold","Cinderstone Moor"
"Two Crowns Flowerpots","11.0768","11g 7s 68c","Gold","Cinderstone Moor"
"Hellswamp Ground Peanuts","27.6994","27g 69s 94c","Gold","Cinderstone Moor"
"Halcyona Livestock Feed","20.7652","20g 76s 52c","Gold","Cinderstone Moor"
"Sanddeep Fried Cucumbers","22.1538","22g 15s 38c","Gold","Cinderstone Moor"
"Gweonid Aged Honey","47.2222","47g 22s 22c","Gold","Cinderstone Moor"
"Solzreed Aged Honey","30.7884","30g 78s 84c","Gold","Cinderstone Moor"
"Two Crowns Aged Honey","18.1872","18g 18s 72c","Gold","Cinderstone Moor"
"Halcyona Aged Honey","34.9219","34g 92s 19c","Gold","Cinderstone Moor"
"Dewstone Aged Salve","30.478","30g 47s 80c","Gold","Cinderstone Moor"
"Lilyut Aged Salve","35.9842","35g 98s 42c","Gold","Cinderstone Moor"
"Marianople Aged Cheese","27.1818","27g 18s 18c","Gold","Cinderstone Moor"
"White Arden Aged Cheese","34.109","34g 10s 90c","Gold","Cinderstone Moor"
"Hellswamp Aged Cheese","45.6989","45g 69s 89c","Gold","Cinderstone Moor"
"Sanddeep Aged Cheese","36.3723","36g 37s 23c","Gold","Cinderstone Moor"
"Dewstone Aged Honey","31.2662","31g 26s 62c","Gold","Cinderstone Moor"
"Lilyut Aged Honey","36.9215","36g 92s 15c","Gold","Cinderstone Moor"
"Marianople Aged Honey","27.8813","27g 88s 13c","Gold","Cinderstone Moor"
"White Arden Aged Honey","34.9956","34g 99s 56c","Gold","Cinderstone Moor"
"Hellswamp Aged Honey","46.899","46g 89s 90c","Gold","Cinderstone Moor"
"Sanddeep Aged Honey","37.3203","37g 32s 3c","Gold","Cinderstone Moor"
"Gweonid Aged Salve","46.0138","46g 1s 38c","Gold","Cinderstone Moor"
"Solzreed Aged Salve","30.0128","30g 1s 28c","Gold","Cinderstone Moor"
"Two Crowns Aged Salve","17.7429","17g 74s 29c","Gold","Cinderstone Moor"
"Halcyona Aged Salve","34.0371","34g 3s 71c","Gold","Cinderstone Moor"
"Marianople Aged Salve","27.1818","27g 18s 18c","Gold","Cinderstone Moor"
"White Arden Aged Salve","34.109","34g 10s 90c","Gold","Cinderstone Moor"
"Hellswamp Aged Salve","45.6989","45g 69s 89c","Gold","Cinderstone Moor"
"Sanddeep Aged Salve","36.3723","36g 37s 23c","Gold","Cinderstone Moor"
"Gweonid Aged Cheese","46.0138","46g 1s 38c","Gold","Cinderstone Moor"
"Solzreed Aged Cheese","30.0128","30g 1s 28c","Gold","Cinderstone Moor"
